STEP,E
0,47.1524
1000,534.7445
2000,957.3810
3000,-23.8576
4000,-17.6557
5000,-15.1925
6000,-12.8100
7000,26.6924
8000,1437.5381
9000,292.1212
10000,737.4067
11000,19.6952
12000,1391.7071
13000,7005.4998
14000,-13.8754
15000,-18.3476
16000,-18.8458
17000,869.6535
18000,1312.7206
19000,-7.4580
20000,-12.3739
21000,45.1533
22000,54.7154
23000,5109.9266
24000,1147.7988
25000,45.8385
26000,-3.1933
27000,2109.5968
28000,161.6628
29000,-5.1130
30000,0.4776
