STEP,E
0,15.7713
1000,-18.6558
2000,-13.4571
3000,-17.8801
4000,-18.8704
5000,-13.4882
6000,-10.6743
7000,-19.4209
8000,-18.4416
9000,-1.8958
10000,-15.8466
11000,-16.2034
12000,-17.3170
13000,-20.1127
14000,12.1457
15000,-19.5302
16000,-21.2163
17000,-20.4439
18000,-14.6523
19000,-17.1927
20000,-20.0836
21000,-5.7587
22000,2.8446
23000,-18.1491
24000,-13.5725
25000,-15.6147
26000,-16.3308
27000,-5.9895
28000,-18.9442
29000,-19.9135
30000,-9.1018
