STEP,E
0,50.5352
1000,7.1545
2000,-17.9611
3000,-14.8109
4000,-14.9161
5000,-18.9009
6000,-21.9030
7000,-17.6741
8000,-14.4233
9000,-14.0495
10000,-14.4380
11000,-18.6691
12000,-14.0878
13000,-8.2359
14000,-17.6836
15000,-16.3931
16000,-16.0371
17000,-23.7046
18000,-14.3682
19000,-1.5463
20000,-18.0304
21000,-14.3455
22000,-5.3372
23000,-1.1813
24000,-16.7631
25000,2.6678
26000,-16.6127
27000,-8.0937
28000,-21.7152
29000,1.5505
30000,-12.3522
