STEP,X,Y
17000,2.2230,1.5867
17000,0.8057,9.3910
17000,7.2904,4.3412
17000,8.9123,1.5086
17000,6.3148,7.5878
17000,0.9685,4.9872
17000,8.1119,2.3438
17000,8.5481,3.1489
17000,8.0784,5.3548
17000,5.3372,1.5750
17000,7.7844,8.0345
17000,1.9542,0.8193
17000,4.9927,2.4234
17000,9.8870,9.6392
17000,6.3627,7.1268
17000,2.8689,7.1196
17000,4.6971,6.2612
17000,8.4568,1.3070
17000,5.5098,2.4085
17000,1.8442,9.6661
17000,8.7391,8.5883
17000,5.6240,6.9290
17000,0.5112,9.6327
17000,3.4683,6.2817
17000,1.2313,2.2204
17000,2.5526,6.1974
17000,6.5675,8.8289
17000,7.0968,5.8813
17000,9.4805,1.9443
17000,1.8127,8.2904
17000,9.9708,2.5694
18000,2.6077,9.0455
18000,8.5849,1.9401
18000,6.5716,5.4050
18000,0.2400,2.7645
18000,3.4275,1.3416
18000,1.9917,1.8675
18000,0.8834,0.0420
18000,3.3396,0.7293
18000,3.7361,4.6731
18000,1.5322,6.7830
18000,6.0578,0.3832
18000,2.8909,0.8378
18000,3.4424,3.7343
18000,4.6108,0.4073
18000,2.2467,5.9448
18000,6.5490,1.8280
18000,7.3967,5.8912
18000,8.0068,8.9531
18000,5.5865,8.4343
18000,1.1873,1.6662
18000,4.6514,4.4557
18000,6.8006,6.5136
18000,7.3849,6.6379
18000,5.7985,9.6228
18000,1.9647,7.8906
18000,2.5779,6.5728
18000,0.0720,7.8377
18000,6.4317,6.1234
18000,3.2518,5.9144
18000,4.2094,1.4100
18000,4.2842,3.4027
18000,1.2596,6.1251
18000,5.2592,8.9614
18000,1.5451,7.3547
18000,1.7981,9.2174
18000,0.4526,0.1306
18000,7.9104,0.7621
18000,3.5734,9.7607
18000,9.9274,6.4972
18000,8.9861,0.5947
19000,6.8065,5.8986
19000,7.0932,4.8965
19000,4.7024,3.2009
19000,9.2783,5.4243
19000,7.7794,1.8445
19000,9.9028,3.5044
19000,8.3106,0.9912
19000,9.7747,2.6216
19000,2.1669,6.4744
19000,6.1287,4.7529
19000,9.8842,9.7535
19000,6.2691,8.6774
19000,4.7457,1.1579
19000,8.4293,4.7518
19000,4.5616,6.5727
19000,6.3285,2.5861
19000,9.0595,6.8701
19000,1.2864,2.6866
19000,2.1652,8.0876
19000,7.6067,4.6746
19000,4.5491,2.7673
19000,7.9837,2.3848
19000,5.3755,7.9550
19000,6.2936,6.1562
19000,2.1761,1.3453
19000,5.4626,9.3400
19000,8.6059,8.3354
19000,8.4047,6.8801
19000,5.2172,8.7949
19000,1.2623,1.3453
19000,6.8040,0.9968
19000,1.2515,7.4629
19000,8.7789,8.9900
19000,9.0251,1.0284
19000,9.0201,0.4712
19000,4.5286,5.0821
19000,6.0626,7.0422
19000,6.2013,8.1506
19000,1.8612,9.8049
19000,3.7090,7.1193
20000,6.0091,5.8663
20000,8.2628,0.0254
20000,3.4193,2.1588
20000,8.6459,1.1551
20000,2.8751,1.4697
20000,0.1492,7.1558
20000,1.5148,8.5952
20000,4.7393,4.3673
20000,3.8924,3.3464
20000,4.5039,5.8422
20000,8.0292,6.2550
20000,6.4970,7.5290
20000,3.6083,6.0662
20000,4.2422,7.3774
20000,8.7459,7.4006
20000,5.4503,0.4118
20000,1.0703,1.8352
20000,6.6441,1.7324
20000,3.9499,4.4489
20000,6.8934,3.0187
20000,8.4224,0.5511
20000,0.9039,9.6468
20000,3.1019,8.8248
20000,5.7784,7.4404
20000,4.4424,4.9434
20000,8.6480,6.0990
20000,5.6414,7.9695
20000,1.6985,8.1865
20000,9.2286,6.8771
20000,5.8822,4.4739
20000,2.8606,9.6505
20000,7.0793,1.0062
20000,3.5673,0.2867
20000,2.7650,7.3896
20000,4.0533,6.9360
20000,4.0878,7.9264
20000,7.0075,2.2567
20000,8.5514,2.3352
20000,7.9056,4.1225
20000,2.9044,0.0238
21000,3.7210,5.7556
21000,9.5161,2.4756
21000,4.1650,0.5565
21000,0.3232,2.6016
21000,3.4450,2.2875
21000,2.6409,6.3951
21000,1.4949,6.1686
21000,7.4496,5.6601
21000,1.4936,4.4336
21000,5.7958,9.5239
21000,3.1427,7.3140
21000,6.9971,9.4024
21000,6.5345,0.0096
21000,9.6497,9.4323
21000,9.1614,8.9133
21000,5.2963,0.6959
21000,8.5961,5.9003
21000,6.2452,7.7239
21000,0.9686,2.6343
21000,9.4964,3.3437
21000,7.0926,1.8741
21000,2.6992,3.9698
21000,3.4499,6.5790
21000,4.6910,1.6608
21000,9.9078,0.2926
21000,8.9462,7.7315
21000,7.7566,4.4137
21000,8.0629,7.5755
21000,6.3699,8.2073
21000,8.7307,8.9780
21000,3.6662,1.0199
21000,8.2497,2.7963
21000,1.5659,0.9472
21000,2.7855,7.7898
21000,9.8973,7.3165
21000,8.7117,2.3481
21000,5.0170,7.8396
21000,9.0747,1.8194
21000,3.5935,0.2425
21000,1.8627,5.3797
22000,1.2478,8.4672
22000,0.3850,1.3755
22000,1.5970,9.6811
22000,4.1127,1.8406
22000,1.1497,6.8374
22000,0.8069,8.6158
22000,0.1749,6.6200
