STEP,X,Y
23000,3.4227,1.2219
23000,0.6749,7.1026
23000,6.3211,6.7403
24000,4.2340,1.1569
24000,1.9997,6.8255
24000,5.6639,4.9607
24000,1.1167,8.5110
24000,0.2849,8.3135
24000,2.2681,5.4826
24000,7.4464,7.9702
24000,0.2722,5.0178
24000,8.7278,0.4640
24000,8.3602,5.6602
24000,3.6238,5.8668
24000,3.8278,9.5562
24000,7.0641,1.3348
24000,9.1072,6.0721
24000,4.9033,9.9429
24000,9.9292,4.8590
24000,1.7275,2.7385
24000,9.0323,7.8202
24000,9.3477,1.8695
24000,1.0087,7.4642
24000,9.9462,7.2767
24000,2.8106,7.2995
24000,7.2610,0.5174
24000,6.7707,6.4201
24000,1.9350,8.9863
24000,9.3170,4.2713
24000,8.1880,4.8254
24000,3.3418,4.4497
24000,5.8761,3.4347
24000,9.1967,3.2180
24000,4.4710,0.1031
24000,2.7815,8.1878
24000,6.9420,7.2741
24000,3.8282,8.6320
24000,0.9845,3.7122
24000,8.8183,9.2737
24000,1.9408,3.8183
24000,7.1808,3.9231
24000,4.3015,3.6729
24000,2.5229,1.3107
25000,3.5534,3.7272
25000,3.2501,2.7302
25000,5.8122,5.3821
25000,0.2982,6.7599
25000,0.8073,9.6721
25000,0.1911,1.8148
25000,8.9045,8.1070
25000,0.6523,7.7736
25000,7.7228,1.9276
25000,6.5517,6.5574
25000,1.1024,5.7014
25000,4.6241,9.2453
25000,1.1133,0.2511
25000,5.1970,2.7971
25000,5.7226,7.1859
25000,6.3873,2.1892
25000,3.8134,7.6890
25000,6.8046,7.8385
25000,8.0956,7.3392
25000,8.3919,1.0079
25000,5.9338,9.7874
25000,0.0877,4.9424
25000,7.8584,4.9142
25000,0.6525,3.6945
25000,1.4187,6.9293
25000,7.6201,9.0871
25000,7.2966,3.7599
25000,7.5786,0.5806
25000,9.3642,6.5517
25000,6.8977,5.4169
25000,9.4662,3.6216
25000,4.3349,0.1023
25000,8.6043,9.3903
25000,5.7083,4.1936
25000,6.3014,0.8796
25000,4.3032,6.0514
25000,5.2837,8.0463
25000,3.1656,1.5659
25000,2.9220,0.7378
25000,4.6547,4.7158
26000,3.0056,6.8695
26000,5.4547,7.0413
26000,1.4306,8.7531
26000,2.7857,3.9743
26000,0.3804,9.8266
26000,1.1230,1.2980
26000,9.5069,9.2503
26000,0.1159,5.1493
26000,9.7244,1.7149
26000,7.5200,5.4724
26000,3.2453,2.7620
26000,2.1100,5.8670
26000,0.0723,0.7757
26000,4.4565,3.6537
26000,4.5330,8.1086
26000,6.3654,9.0255
26000,0.6253,2.1313
26000,7.2906,9.1297
26000,4.5872,5.3303
26000,9.7382,3.8000
26000,9.3271,2.7905
26000,2.7173,7.8572
26000,7.1227,2.8192
26000,5.9798,6.3475
26000,2.0191,2.2598
26000,9.7717,7.8525
26000,5.6781,4.6183
26000,9.9064,5.5563
26000,9.3668,6.5527
26000,6.9247,4.7649
26000,0.3918,6.8710
26000,8.0605,1.3568
26000,7.6090,7.6571
26000,4.1958,2.1753
26000,3.3890,0.3174
26000,6.8058,1.0799
